New Requirements	Similarity Scores
System shall provide the user with the ability to close a second globally recognized engine mcafee global threat intelligence gti gti	0.02689888849984347
System shall provide the user with the ability to provide buffer overflow two optional customizable method	0.02706161023298909
System shall provide the user with the ability to think virusscan enterprise mcafee global threat intelligence gti gti	0.0271887935174371
System shall provide the user with the ability to eset offensive content eset sysrescue simplify diagnosing	0.027352313508483755
System shall provide the user with the ability to allow a second globally recognized engine mcafee global threat intelligence gti gti	0.02746525205836961
System shall provide the user with the ability to close virusscan enterprise mcafee global threat intelligence gti gti	0.02750496109940211
System shall provide the user with the ability to close a combination mcafee global threat intelligence gti gti	0.028140791751165066
System shall provide the user with the ability to close a a quarantine area one central mcafee epolicy orchestrator epo console	0.028297736326059825
System shall provide the user with the ability to incorporate remote configuration mcafee global threat intelligence gti gti	0.02853863070780598
System shall provide the user with the ability to close a a quarantine area mcafee global threat intelligence gti gti	0.028648040958083563
System shall provide the user with the ability to steal a combination mcafee global threat intelligence gti gti	0.028849851803924006
System shall provide the user with the ability to ensure a particular percentage value outlook outlook express	0.028898435436868944
System shall provide the user with the ability to close remote configuration mcafee global threat intelligence gti gti	0.028911015562835457
System shall provide the user with the ability to provide downloads two optional customizable method	0.02891756287479263
System shall provide the user with the ability to e a particular percentage value outlook outlook express	0.029042435688443353
System shall provide the user with the ability to eset email attachment eset sysrescue simplify diagnosing	0.029294781828694293
System shall provide the user with the ability to provide silent mode nan	0.029432806979623253
System shall provide the user with the ability to cut stealthy botnet software nan	0.02943683241505826
System shall provide the user with the ability to manage a a quarantine area one central mcafee epolicy orchestrator epo console	0.02945049322876444
System shall provide the user with the ability to define compatibility outlook outlook express	0.02947961880356942
System shall provide the user with the ability to close server edition such a casino porn site money loan scheme	0.029485627058745252
System shall provide the user with the ability to cut stealthy botnet software sophisticated buffer overflow attack	0.02951540126175757
System shall provide the user with the ability to put server edition mcafee global threat intelligence gti gti	0.02953317607268316
System shall provide the user with the ability to close multiple detection method mcafee global threat intelligence gti gti	0.029561330451544895
System shall provide the user with the ability to instal email attachment eset sysrescue simplify diagnosing	0.029604053445908236
System shall provide the user with the ability to close server edition mcafee global threat intelligence gti gti	0.029604318959444324
System shall provide the user with the ability to close server edition mcafee global threat intelligence gti gti	0.029604318959444324
System shall provide the user with the ability to visit server edition such a casino porn site money loan scheme	0.029633865828497395
System shall provide the user with the ability to close website mcafee global threat intelligence gti gti	0.029722910911757276
System shall provide the user with the ability to visit server edition mcafee global threat intelligence gti gti	0.02973727135380353
System shall provide the user with the ability to manage a a quarantine area mcafee global threat intelligence gti gti	0.029747833682917894
System shall provide the user with the ability to connect bad guy nan	0.029888936955668795
System shall provide the user with the ability to automatic buffer overflow two optional customizable method	0.030009743879460437
System shall provide the user with the ability to visit daily update such a casino porn site money loan scheme	0.03001221732548216
System shall provide the user with the ability to avast a particular percentage value ia	0.030112378784613855
System shall provide the user with the ability to eset a new version eset sysrescue simplify diagnosing	0.03014458642183114
System shall provide the user with the ability to instal a bidirectional firewall nan	0.030352507913024757
System shall provide the user with the ability to rise buffer overflow high intelligence performance	0.030394095362907055
System shall provide the user with the ability to provide ransomware ia	0.0303956107048176
System shall provide the user with the ability to eliminate compatibility nan	0.03047146681937063
System shall provide the user with the ability to effective banner pop ups nan	0.030521615388244213
System shall provide the user with the ability to avast website mcafee global threat intelligence gti gti	0.03056416592212504
System shall provide the user with the ability to e compatibility outlook outlook express	0.030691313952816855
System shall provide the user with the ability to base compatibility nan	0.030798090699195587
System shall provide the user with the ability to compatible platform window linux aix domain	0.03083007570590145
System shall provide the user with the ability to avast a particular percentage value deletion	0.030875960980224885
System shall provide the user with the ability to visit several antivirus engine such a casino porn site money loan scheme	0.030896183744834823
System shall provide the user with the ability to secure a particular percentage value ia	0.030919511821265854
System shall provide the user with the ability to limit platform window linux aix domain	0.030964112140279196
System shall provide the user with the ability to clean multiple detection method mcafee global threat intelligence gti gti	0.03107759918988334
System shall provide the user with the ability to eliminate triple layer security defense structure nan	0.031133198214584275
System shall provide the user with the ability to effective customer support service java vb	0.031173891191138357
System shall provide the user with the ability to apply online fraud identity theft phishing attack outlook outlook express	0.031214432205796776
System shall provide the user with the ability to hour banner pop ups nan	0.031252805300683924
System shall provide the user with the ability to remember a bidirectional firewall nan	0.03127980162566759
System shall provide the user with the ability to provide compressed file zip two optional customizable method	0.0312825892543713
System shall provide the user with the ability to develop terminal server avast server edition nan	0.031300878818871246
System shall provide the user with the ability to win accelerated antivirus failsafe updating	0.03132549821432985
System shall provide the user with the ability to update offensive content eset sysrescue simplify diagnosing	0.03132719009901778
System shall provide the user with the ability to full a particular percentage value archive	0.03144603089167581
System shall provide the user with the ability to test harmful downloads nan	0.03151380875200867
System shall provide the user with the ability to add surprise nan	0.03153440552644162
System shall provide the user with the ability to intercept each cracklock controlled software nan	0.03156530350696361
System shall provide the user with the ability to provide speed plugins	0.031568980227679413
System shall provide the user with the ability to shredder a hassle free experience nan	0.03160422124887882
System shall provide the user with the ability to call bank stranger	0.031611567466600286
System shall provide the user with the ability to instal sysinspector available downloads	0.03164553241551643
System shall provide the user with the ability to guard downloads two optional customizable method	0.03168306167351076
System shall provide the user with the ability to escan a particular percentage value archive	0.03168588332998703
System shall provide the user with the ability to provide ransomware optimal security related decision	0.03168809079571051
System shall provide the user with the ability to protect bad guy nan	0.03169866510597134
System shall provide the user with the ability to secure a particular percentage value deletion	0.03169984091281611
System shall provide the user with the ability to incorporate remote configuration lab checkmark	0.03171553248397747
System shall provide the user with the ability to centralize backdoor nan	0.03172071004355994
System shall provide the user with the ability to make buffer overflow a unique dedicated browser	0.031722471542469245
System shall provide the user with the ability to compatible platform window linux aix an extra layer	0.03175630882391711
System shall provide the user with the ability to provide malicious website two optional customizable method	0.031786570734729284
System shall provide the user with the ability to visit protection such a casino porn site money loan scheme	0.0318730830929954
System shall provide the user with the ability to limit platform window linux aix an extra layer	0.0318776170538259
System shall provide the user with the ability to open a new version eset sysrescue simplify diagnosing	0.0318868123908807
System shall provide the user with the ability to stop buffer overflow a unique dedicated browser	0.03189248201565897
System shall provide the user with the ability to privacy instant messaging msn yahoo aol your private mobile communication	0.0319259726569681
System shall provide the user with the ability to instal a bidirectional firewall available downloads	0.03194103398110059
System shall provide the user with the ability to call a highly advanced feature nan	0.031949039572645804
System shall provide the user with the ability to provide silent mode non business and offensive content	0.032006504712956164
System shall provide the user with the ability to share bank nan	0.03203397825405848
System shall provide the user with the ability to close malicious program mcafee global threat intelligence gti gti	0.03204010382935163
System shall provide the user with the ability to cut spam message sophisticated buffer overflow attack	0.03204786513485291
System shall provide the user with the ability to protect stealthy botnet software sophisticated buffer overflow attack	0.032082961093265326
System shall provide the user with the ability to ensure triple layer security defense structure nan	0.03224994020082967
System shall provide the user with the ability to destroy group user profile suspicious element	0.03225137274120372
System shall provide the user with the ability to provide no qualm server usage	0.032252636007324795
System shall provide the user with the ability to backup spam integrates nan	0.032270298856546836
System shall provide the user with the ability to close remote configuration lab checkmark	0.03229397530595837
System shall provide the user with the ability to connect bad guy malware anvi smart defender	0.03235996409262723
System shall provide the user with the ability to protect stealthy botnet software nan	0.03239567925146073
System shall provide the user with the ability to track bank nan	0.0324159953100621
System shall provide the user with the ability to instal stealthy botnet software engine	0.032426205491311894
System shall provide the user with the ability to provide personalized update optimal security related decision	0.03244420068596282
System shall provide the user with the ability to fast each cracklock controlled software nan	0.03247837302418467
System shall provide the user with the ability to provide notification non business and offensive content	0.03249520777376228
System shall provide the user with the ability to provide downloads vulnerability	0.032530677702684384
System shall provide the user with the ability to call a bidirectional firewall operation	0.03253398427045018
System shall provide the user with the ability to avast a bidirectional firewall nan	0.032537146281450914
System shall provide the user with the ability to provide management non business and offensive content	0.032551364858615615
System shall provide the user with the ability to detect buffer overflow high intelligence performance	0.032569006601773406
System shall provide the user with the ability to shield surprise nan	0.03257564640923281
System shall provide the user with the ability to browse silent mode stranger	0.03259054820475505
System shall provide the user with the ability to e online fraud identity theft phishing attack outlook outlook express	0.03259111105944294
System shall provide the user with the ability to provide compressed file zip nan	0.03261553707921483
System shall provide the user with the ability to e demand outlook outlook express	0.03265052334290646
System shall provide the user with the ability to sync built firewall monitor nan	0.032677058600656776
System shall provide the user with the ability to optimize a highly advanced feature heavy load	0.03268969350276391
System shall provide the user with the ability to optimize a highly advanced feature heavy load	0.03268969350276391
System shall provide the user with the ability to protect instant messaging msn yahoo aol your private mobile communication	0.03269900514164909
System shall provide the user with the ability to take a bidirectional firewall nan	0.03272558065360079
System shall provide the user with the ability to provide buffer overflow regularly updated virus database	0.03275711937794564
System shall provide the user with the ability to iobit a user s gaming experience smuggling software	0.032761630594893475
System shall provide the user with the ability to escan no qualm nan	0.032873699070720075
System shall provide the user with the ability to remember a bidirectional firewall available downloads	0.032889420597165056
