New Requirements	Similarity Scores
System shall provide the user with the ability to recycle bulk acls assignment edit acls nan	0.023022001454044767
System shall provide the user with the ability to modify bulk acls assignment edit acls nan	0.023260861004842197
System shall provide the user with the ability to recycle bulk acls assignment edit acls accidentally deleted document	0.023370021298237165
System shall provide the user with the ability to design bulk acls assignment edit acls nan	0.023888802456908456
System shall provide the user with the ability to include netants orbit qq xuanfeng flashgetmini netx webthunder xunlei	0.023957906197276765
System shall provide the user with the ability to include netants orbit qq xuanfeng flashgetmini netx webthunder xunlei	0.023957906197276765
System shall provide the user with the ability to junk almost infinite possibilies chinese spanish french german italian	0.024277974079294256
System shall provide the user with the ability to include almost infinite possibilies chinese spanish french german italian	0.024726688923414807
System shall provide the user with the ability to adapt netants orbit qq xuanfeng a chameleon adapts	0.024811469645234455
System shall provide the user with the ability to meet netants orbit qq xuanfeng professional researcher	0.024838352197157007
System shall provide the user with the ability to inform leading accessibility flashgetmini netx webthunder xunlei	0.02491990329976376
System shall provide the user with the ability to inform netants orbit qq xuanfeng social stream	0.024924342797906597
System shall provide the user with the ability to unlike minimalist star sourceforge ryouko s git repository	0.025099830071437988
System shall provide the user with the ability to industry netants orbit qq xuanfeng social stream	0.025193849052544435
System shall provide the user with the ability to save bulk acls assignment edit acls nan	0.025252806746754005
System shall provide the user with the ability to include our light weight flashgetmini netx webthunder xunlei	0.025318605221319502
System shall provide the user with the ability to include input password input manager native integration flashgetmini netx webthunder xunlei	0.02533858323997841
System shall provide the user with the ability to build sharing english french italian german spanish russian	0.025402068311570877
System shall provide the user with the ability to save bulk acls assignment edit acls accidentally deleted document	0.025461023585949965
System shall provide the user with the ability to tabbed netants orbit qq xuanfeng flashgetmini netx webthunder xunlei	0.02565286315933325
System shall provide the user with the ability to tabbed netants orbit qq xuanfeng flashgetmini netx webthunder xunlei	0.02565286315933325
System shall provide the user with the ability to include leading accessibility flashgetmini netx webthunder xunlei	0.02571555684686482
System shall provide the user with the ability to build netants orbit qq xuanfeng nan	0.02581795136862599
System shall provide the user with the ability to see netants orbit qq xuanfeng professional researcher	0.025852091132834303
System shall provide the user with the ability to occupy syntax error sourceforge ryouko s git repository	0.026118718612119812
System shall provide the user with the ability to searchable blog sourceforge ryouko s git repository	0.026222989572850908
System shall provide the user with the ability to unlike syntax error sourceforge ryouko s git repository	0.026259923640869567
